epsilon,trendsetter_percent,num_agents,weight_q,weight_exp,weight_obs,topology_type,beta,A,B,percent_A,percent_B,emerged
0.2,0,150,0.5,0.4,0.1,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.4,0.4,0.2,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.5,0.2,0.3,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.3,0.5,0.2,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.2,0.6,0.2,toroidal,0.1,133,16,89.26174496644295,10.738255033557047,No
0.2,0,150,0.6,0.2,0.2,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.45,0.45,0.1,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.33,0.33,0.34,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.25,0.5,0.25,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.2,0.4,0.4,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.7,0.2,0.1,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.55,0.25,0.2,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.35,0.5,0.15,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.3,0.4,0.3,toroidal,0.1,149,0,100.0,0.0,Yes
0.2,0,150,0.1,0.7,0.2,toroidal,0.1,116,33,77.85234899328859,22.14765100671141,No
0.2,5,100,0.6,0.3,0.1,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.5,0.4,0.1,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.4,0.4,0.2,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.5,0.2,0.3,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.3,0.5,0.2,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.2,0.6,0.2,toroidal,0.1,82,13,86.3157894736842,13.68421052631579,No
0.2,5,100,0.6,0.2,0.2,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.45,0.45,0.1,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.33,0.33,0.34,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.25,0.5,0.25,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.2,0.4,0.4,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.7,0.2,0.1,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.55,0.25,0.2,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.35,0.5,0.15,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.3,0.4,0.3,toroidal,0.1,95,0,100.0,0.0,Yes
0.2,5,100,0.1,0.7,0.2,toroidal,0.1,69,26,72.63157894736842,27.36842105263158,No
0.2,5,150,0.6,0.3,0.1,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.5,0.4,0.1,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.4,0.4,0.2,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.5,0.2,0.3,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.3,0.5,0.2,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.2,0.6,0.2,toroidal,0.1,131,12,91.60839160839161,8.391608391608392,Yes
0.2,5,150,0.6,0.2,0.2,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.45,0.45,0.1,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.33,0.33,0.34,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.25,0.5,0.25,toroidal,0.1,142,1,99.3006993006993,0.6993006993006993,Yes
0.2,5,150,0.2,0.4,0.4,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.7,0.2,0.1,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.55,0.25,0.2,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.35,0.5,0.15,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.3,0.4,0.3,toroidal,0.1,143,0,100.0,0.0,Yes
0.2,5,150,0.1,0.7,0.2,toroidal,0.1,107,36,74.82517482517483,25.174825174825173,No
0.2,10,100,0.6,0.3,0.1,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.5,0.4,0.1,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.4,0.4,0.2,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.5,0.2,0.3,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.3,0.5,0.2,toroidal,0.1,89,1,98.88888888888889,1.1111111111111112,Yes
0.2,10,100,0.2,0.6,0.2,toroidal,0.1,81,9,90.0,10.0,Yes
0.2,10,100,0.6,0.2,0.2,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.45,0.45,0.1,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.33,0.33,0.34,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.25,0.5,0.25,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.2,0.4,0.4,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.7,0.2,0.1,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.55,0.25,0.2,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.35,0.5,0.15,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.3,0.4,0.3,toroidal,0.1,90,0,100.0,0.0,Yes
0.2,10,100,0.1,0.7,0.2,toroidal,0.1,69,21,76.66666666666667,23.333333333333332,No
0.2,10,150,0.6,0.3,0.1,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.5,0.4,0.1,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.4,0.4,0.2,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.5,0.2,0.3,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.3,0.5,0.2,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.2,0.6,0.2,toroidal,0.1,121,14,89.62962962962963,10.37037037037037,No
0.2,10,150,0.6,0.2,0.2,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.45,0.45,0.1,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.33,0.33,0.34,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.25,0.5,0.25,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.2,0.4,0.4,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.7,0.2,0.1,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.55,0.25,0.2,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.35,0.5,0.15,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.3,0.4,0.3,toroidal,0.1,135,0,100.0,0.0,Yes
0.2,10,150,0.1,0.7,0.2,toroidal,0.1,96,39,71.11111111111111,28.88888888888889,No
0.05,0,100,0.6,0.3,0.1,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.5,0.4,0.1,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.4,0.4,0.2,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.5,0.2,0.3,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.3,0.5,0.2,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.2,0.6,0.2,toroidal,0.2,86,13,86.86868686868686,13.131313131313131,No
0.05,0,100,0.6,0.2,0.2,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.45,0.45,0.1,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.33,0.33,0.34,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.25,0.5,0.25,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.2,0.4,0.4,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.7,0.2,0.1,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.55,0.25,0.2,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.35,0.5,0.15,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.3,0.4,0.3,toroidal,0.2,99,0,100.0,0.0,Yes
0.05,0,100,0.1,0.7,0.2,toroidal,0.2,77,22,77.77777777777777,22.22222222222222,No
0.05,0,150,0.6,0.3,0.1,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.5,0.4,0.1,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.4,0.4,0.2,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.5,0.2,0.3,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.3,0.5,0.2,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.2,0.6,0.2,toroidal,0.2,137,12,91.94630872483222,8.053691275167786,Yes
0.05,0,150,0.6,0.2,0.2,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.45,0.45,0.1,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.33,0.33,0.34,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.25,0.5,0.25,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.2,0.4,0.4,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.7,0.2,0.1,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.55,0.25,0.2,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.35,0.5,0.15,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.3,0.4,0.3,toroidal,0.2,149,0,100.0,0.0,Yes
0.05,0,150,0.1,0.7,0.2,toroidal,0.2,101,48,67.78523489932886,32.214765100671144,No
0.05,5,100,0.6,0.3,0.1,toroidal,0.2,95,0,100.0,0.0,Yes
0.05,5,100,0.5,0.4,0.1,toroidal,0.2,95,0,100.0,0.0,Yes
0.05,5,100,0.4,0.4,0.2,toroidal,0.2,95,0,100.0,0.0,Yes
0.05,5,100,0.5,0.2,0.3,toroidal,0.2,95,0,100.0,0.0,Yes
